0.119	N
0.267	N
0.692	N
0.251	N
0.730	N
0.250	N
0.750	N
0.312	N
0.640	N
0.280	N
0.251	N
0.250	N
0.251	N
0.360	N
0.251	N
0.276	N
0.625	N
0.350	N
0.596	N
0.424	N
0.551	N
0.366	N
0.588	N
0.251	N
0.252	N
0.473	N
0.251	N
0.250	N
0.258	N
0.251	N
0.250	N
0.325	N
0.312	N
0.362	N
0.251	N
0.250	N
0.251	N
0.247	N
0.290	N
0.251	N
0.256	N
0.251	N
0.258	N
0.252	N
0.395	N
0.251	N
0.316	N
0.330	N
0.353	N
0.251	N
0.253	N
0.254	N
0.457	N
0.337	N
0.511	N
0.264	N
0.251	N
0.474	N
0.251	N
0.251	N
0.450	N
0.349	N
0.441	N
0.254	N
0.251	N
0.684	N
0.403	N
0.251	N
0.250	N
0.251	N
0.250	N
0.554	N
0.375	N
0.252	N
2.081	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
0.250	N
