0.198	N
0.290	N
0.613	N
0.293	N
0.540	N
0.251	N
0.251	N
0.681	N
0.297	N
0.618	N
0.438	N
0.311	N
0.463	N
0.314	N
0.628	N
0.304	N
0.610	N
0.298	N
0.460	N
0.286	N
0.418	N
0.279	N
0.303	N
0.251	N
0.250	N
0.574	N
0.251	N
0.250	N
0.683	N
0.315	N
0.286	N
0.255	N
0.332	N
0.495	N
0.311	N
0.469	N
0.316	N
0.328	N
0.333	N
0.321	N
0.640	N
0.296	N
0.536	N
0.296	N
0.343	N
0.250	N
0.251	N
0.250	N
0.253	N
0.251	N
0.474	N
0.259	N
0.250	N
0.281	N
0.263	N
0.334	N
0.294	N
0.273	N
0.327	N
0.410	N
0.251	N
0.251	N
0.466	N
0.329	N
0.624	N
0.323	N
0.647	N
0.251	N
0.251	N
0.547	N
0.260	N
0.625	N
0.397	N
0.251	N
0.359	N
0.251	N
0.253	N
0.250	N
0.251	N
0.250	N
0.361	N
0.251	N
0.251	N
0.485	N
0.251	N
0.752	N
2.323	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
0.250	N
