0.042	N
0.738	N
0.319	N
0.709	N
0.313	N
0.284	N
0.251	N
0.251	N
0.250	N
0.526	N
0.320	N
0.252	N
0.272	N
0.433	N
0.252	N
0.251	N
0.755	N
0.319	N
0.676	N
0.321	N
0.506	N
0.251	N
0.250	N
0.495	N
0.307	N
0.523	N
0.321	N
0.626	N
0.318	N
0.852	N
0.311	N
0.301	N
0.257	N
0.250	N
0.251	N
0.715	N
0.312	N
0.644	N
0.324	N
0.548	N
0.322	N
0.520	N
0.251	N
0.251	N
0.251	N
0.250	N
0.251	N
0.493	N
0.322	N
0.622	N
0.319	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
0.250	N
0.251	N
